,Nom,trajet,steps,type,distance,time,vehicule_type,distance_autocar,duration_autocar
876,Monaco-Reims route 1,Monaco;-Reims,"['Monaco-Monte-Carlo station;-Nice-Ville', 'Nice-Ville;-Gare de Lyon', ""Gare de l'Est;-Reims""]","['TER', 'TGV INOUI', 'TGV INOUI']","['16.0 km', '971 km', '146 km']","[1380, 21060, 2760]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",11956,2629
877,Monaco-Reims route 2,Monaco;-Reims,"['Monaco-Monte-Carlo station;-Nice-Ville', 'Nice-Ville;-Gare de Lyon', ""Gare de l'Est;-Reims""]","['TER', 'TGV INOUI', 'TGV INOUI']","['16.0 km', '971 km', '146 km']","[1380, 21060, 2760]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",11956,2629
878,Monaco-Reims route 3,Monaco;-Reims,"['Monaco-Monte-Carlo station;-Nice-Ville', 'Nice-Ville;-Gare de Lyon', ""Gare de l'Est;-Reims""]","['TER', 'TGV INOUI', 'TGV INOUI']","['16.0 km', '971 km', '146 km']","[1380, 21060, 2760]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",11956,2629
879,Monaco-Reims route 4,Monaco;-Reims,"['Monaco-Monte-Carlo station;-Nice-Ville', 'Nice-Ville;-Gare de Lyon', ""Gare de l'Est;-Reims""]","['TER', 'TGV INOUI', 'TGV INOUI']","['16.0 km', '971 km', '146 km']","[1380, 21060, 2760]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",11956,2629
880,Monaco-Reims route 5,Monaco;-Reims,"['Monaco-Monte-Carlo station;-Nice-Ville', 'Nice-Ville;-Gare de Lyon', ""Gare de l'Est;-Champagne-Ardenne TGV""]","['TER', 'TGV INOUI', 'TGV INOUI']","['16.0 km', '971 km', '136 km']","[1380, 21060, 2340]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",12406,2726
881,Monaco-Reims route 6,Monaco;-Reims,"['Monaco-Monte-Carlo station;-Nice-Ville', 'Nice-Ville;-Gare de Lyon', ""Gare de l'Est;-Reims""]","['TER', 'TGV INOUI', 'TGV INOUI']","['16.0 km', '969 km', '146 km']","[1380, 20940, 2760]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",11956,2629
882,Monaco-Rennes route 1,Monaco;-Rennes,"['Monaco-Monte-Carlo station;-Nice-Ville', 'Nice-Ville;-Marseille Saint-Charles', 'Marseille Saint-Charles;-Rennes']","['TER', 'TGV INOUI', 'TGV INOUI']","['16.0 km', '224 km', '1,103 km']","[1380, 9180, 21240]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",8780,1366
883,Monaco-Rennes route 2,Monaco;-Rennes,"['Monaco-Monte-Carlo station;-Nice-Ville', 'Nice-Ville;-Marseille Saint-Charles', 'Marseille Saint-Charles;-Rennes']","['TER', 'TGV INOUI', 'TGV INOUI']","['16.0 km', '224 km', '1,103 km']","[1380, 9180, 21240]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",8780,1366
884,Monaco-Rennes route 3,Monaco;-Rennes,"['Monaco-Monte-Carlo station;-Saint-Raphaël Valescure', 'Saint-Raphaël Valescure;-Gare de Lyon', 'Gare Montparnasse;-Rennes']","['TER', 'TGV INOUI', 'TGV INOUI']","['79.0 km', '908 km', '356 km']","[6120, 17520, 5160]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",15779,3002
885,Monaco-Rennes route 4,Monaco;-Rennes,"['Monaco-Monte-Carlo station;-Nice-Ville', 'Nice-Ville;-Marseille Saint-Charles', 'Marseille Saint-Charles;-Rennes']","['TER', 'TGV INOUI', 'TGV INOUI']","['16.0 km', '224 km', '1,103 km']","[1380, 9180, 21240]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",8780,1366
886,Monaco-Rennes route 5,Monaco;-Rennes,"['Monaco-Monte-Carlo station;-Nice-Ville', 'Nice-Ville;-Marseille Saint-Charles', 'Marseille Saint-Charles;-Rennes']","['TER', 'TGV INOUI', 'TGV INOUI']","['16.0 km', '224 km', '1,103 km']","[1380, 9180, 21240]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",8780,1366
887,Monaco-Rennes route 6,Monaco;-Rennes,"['Monaco-Monte-Carlo station;-Cannes', 'Cannes;-Marseille Saint-Charles', 'Marseille Saint-Charles;-Marne-la-Vallée - Chessy', 'Marne-la-Vallée - Chessy;-Rennes']","['TER', 'TER', 'TGV INOUI', 'TGV INOUI']","['46.9 km', '193 km', '738 km', '411 km']","[3720, 7170, 12840, 8760]","['HEAVY_RAIL', 'HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",8780,1366
888,Monaco-Strasbourg route 1,Monaco;-Strasbourg,"['Monaco-Monte-Carlo station;-Cannes', 'Cannes;-Marseille Saint-Charles', 'Marseille Saint-Charles;-Strasbourg']","['TER', 'TER', 'TGV INOUI']","['46.9 km', '193 km', '830 km']","[3720, 7170, 22380]","['HEAVY_RAIL', 'HEAVY_RAIL', 'HIGH_SPEED_TRAIN']",7364,1397
889,Monaco-Strasbourg route 2,Monaco;-Strasbourg,"['Monaco-Monte-Carlo station;-Cannes', 'Cannes;-Marseille Saint-Charles', 'Marseille Saint-Charles;-Strasbourg']","['TER', 'TER', 'TGV INOUI']","['46.9 km', '193 km', '830 km']","[3720, 7170, 22380]","['HEAVY_RAIL', 'HEAVY_RAIL', 'HIGH_SPEED_TRAIN']",7364,1397
890,Monaco-Strasbourg route 3,Monaco;-Strasbourg,"['Monaco-Monte-Carlo station;-Cannes', 'Cannes;-Marseille Saint-Charles', 'Marseille Saint-Charles;-Strasbourg', 'Strasbourg;-Krimmeri-Meinau']","['TER', 'TER', 'TGV INOUI', 'TER']","['46.9 km', '193 km', '830 km', '3.2 km']","[3720, 7170, 22380, 240]","['HEAVY_RAIL', 'HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",3595,827
891,Monaco-Strasbourg route 4,Monaco;-Strasbourg,"['Èze;-Cannes', 'Cannes;-Marseille Saint-Charles', 'Marseille Saint-Charles;-Strasbourg']","['TER', 'TER', 'TGV INOUI']","['40.3 km', '193 km', '830 km']","[3180, 7170, 22380]","['HEAVY_RAIL', 'HEAVY_RAIL', 'HIGH_SPEED_TRAIN']",12333,1726
892,Monaco-Strasbourg route 5,Monaco;-Strasbourg,"['Èze;-Cannes', 'Cannes;-Marseille Saint-Charles', 'Marseille Saint-Charles;-Strasbourg']","['TER', 'TER', 'TGV INOUI']","['40.3 km', '193 km', '830 km']","[3180, 7170, 22380]","['HEAVY_RAIL', 'HEAVY_RAIL', 'HIGH_SPEED_TRAIN']",12333,1726
893,Monaco-Strasbourg route 6,Monaco;-Strasbourg,"['Monaco-Monte-Carlo station;-Ventimiglia', 'Ventimiglia;-Genova Piazza Principe']","['TER', 'RV']","['18.9 km', '138 km']","[1620, 8400]","['HEAVY_RAIL', 'HEAVY_RAIL']",610697,24249
894,Monaco-Saint-Étienne route 1,Monaco;-Saint-Étienne,"['Monaco-Monte-Carlo station;-Nice-Ville', 'Nice-Ville;-Marseille Saint-Charles', 'Marseille Saint-Charles;-Lyon Part Dieu', 'Lyon Part Dieu;-St-Etienne-Châteaucreux']","['TER', 'TGV INOUI', 'TGV INOUI', 'TER']","['16.0 km', '224 km', '320 km', '59.8 km']","[1380, 9180, 6240, 2820]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",4923,979
895,Monaco-Saint-Étienne route 2,Monaco;-Saint-Étienne,"['Monaco-Monte-Carlo station;-Cannes', 'Cannes;-Marseille Saint-Charles', 'Marseille Saint-Charles;-Lyon Part Dieu', 'Lyon Part Dieu;-St-Etienne-Châteaucreux']","['TER', 'TER', 'TGV INOUI', 'TER']","['46.9 km', '193 km', '320 km', '59.8 km']","[3720, 7170, 6120, 2940]","['HEAVY_RAIL', 'HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",4923,979
896,Monaco-Saint-Étienne route 3,Monaco;-Saint-Étienne,"['Monaco-Monte-Carlo station;-Cannes', 'Cannes;-Marseille Saint-Charles', 'Marseille Saint-Charles;-Lyon Part Dieu', 'Lyon Part Dieu;-St-Etienne-Châteaucreux']","['TER', 'TER', 'TGV INOUI', 'TGV INOUI']","['46.9 km', '193 km', '320 km', '59.8 km']","[3660, 7366, 6120, 2760]","['HEAVY_RAIL', 'HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",4923,979
897,Monaco-Saint-Étienne route 4,Monaco;-Saint-Étienne,"['Monaco-Monte-Carlo station;-Nice Saint-Augustin', 'Nice Saint-Augustin;-Marseille Saint-Charles', 'Marseille Saint-Charles;-Lyon Part Dieu', 'Lyon Part Dieu;-St-Etienne-Châteaucreux', 'St-Etienne-Châteaucreux;-Saint-Étienne La Terrasse']","['TER', 'TER', 'TGV INOUI', 'TGV INOUI', 'TER']","['21.9 km', '218 km', '320 km', '59.8 km', '3.0 km']","[1860, 9106, 6120, 2760, 180]","['HEAVY_RAIL', 'HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",3787,729
898,Monaco-Saint-Étienne route 5,Monaco;-Saint-Étienne,"['Èze;-Cannes', 'Cannes;-Marseille Saint-Charles', 'Marseille Saint-Charles;-Lyon Part Dieu', 'Lyon Part Dieu;-St-Etienne-Châteaucreux']","['TER', 'TER', 'TGV INOUI', 'TGV INOUI']","['40.3 km', '193 km', '320 km', '59.8 km']","[3120, 7366, 6120, 2760]","['HEAVY_RAIL', 'HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",9892,1308
899,Monaco-Saint-Étienne route 6,Monaco;-Saint-Étienne,"['Monaco-Monte-Carlo station;-Antibes', 'Antibes;-Lyon Part Dieu', 'Lyon Part Dieu;-St-Etienne-Châteaucreux']","['TER', 'TGV INOUI', 'TER']","['35.9 km', '529 km', '59.8 km']","[3000, 16080, 2940]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",4923,979
900,Monaco-Toulouse route 1,Monaco;-Toulouse,"['Monaco-Monte-Carlo station;-Cannes', 'Cannes;-Marseille Saint-Charles', 'Marseille Saint-Charles;-Toulouse Matabiau', 'Toulouse Matabiau;-Gallieni - Cancéropôle']","['TER', 'TER', 'INTERCITES', 'TER']","['46.9 km', '193 km', '423 km', '6.9 km']","[3720, 7170, 13860, 540]","['HEAVY_RAIL', 'HEAVY_RAIL', 'LONG_DISTANCE_TRAIN', 'HEAVY_RAIL']",5831,1132
901,Monaco-Toulouse route 2,Monaco;-Toulouse,"['Monaco-Monte-Carlo station;-Cannes', 'Cannes;-Marseille Saint-Charles', 'Marseille Saint-Charles;-Toulouse Matabiau']","['TER', 'TER', 'INTERCITES']","['46.9 km', '193 km', '423 km']","[3720, 7170, 13860]","['HEAVY_RAIL', 'HEAVY_RAIL', 'LONG_DISTANCE_TRAIN']",7943,1479
902,Monaco-Toulouse route 3,Monaco;-Toulouse,"['Monaco-Monte-Carlo station;-Nice-Ville', 'Nice-Ville;-Avignon TGV', 'Avignon TGV;-Avignon Centre', 'Avignon Centre;-Narbonne', 'Narbonne;-Toulouse Matabiau']","['TER', 'TGV INOUI', 'TER', 'TER', 'TER']","['16.0 km', '315 km', '4.0 km', '196 km', '150 km']","[1380, 11160, 300, 8220, 5580]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL', 'HEAVY_RAIL', 'HEAVY_RAIL']",7943,1479
903,Monaco-Toulouse route 4,Monaco;-Toulouse,[],[],[],[],[],582052,20404
904,Monaco-Toulouse route 5,Monaco;-Toulouse,['Monaco-Monte-Carlo station;-Nice Saint-Augustin'],['TER'],['21.9 km'],[2040],['HEAVY_RAIL'],559719,19854
905,Monaco-Toulouse route 6,Monaco;-Toulouse,"['Monaco-Monte-Carlo station;-Cannes', 'Cannes;-Marseille Saint-Charles', 'Marseille Saint-Charles;-Avignon TGV', 'Avignon TGV;-Avignon Centre', 'Avignon Centre;-Nîmes', 'Nîmes;-Toulouse Matabiau']","['TER', 'TER', 'TGV INOUI', 'TER', 'TER', 'TGV INOUI']","['46.9 km', '193 km', '93.3 km', '4.0 km', '48.6 km', '297 km']","[3660, 7366, 2040, 300, 2100, 9720]","['HEAVY_RAIL', 'HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL', 'HEAVY_RAIL', 'HIGH_SPEED_TRAIN']",7943,1479
906,Montpellier-Angers route 1,Montpellier;-Angers,"['Montpellier Saint-Roch;-Lyon Part Dieu', 'Lyon Part Dieu;-Marne-la-Vallée - Chessy', 'Marne-la-Vallée - Chessy;-Angers Saint-Laud']","['AVE INT', 'TGV INOUI', 'TGV INOUI']","['314 km', '418 km', '346 km']","[6660, 6360, 7380]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",10278,1677
907,Montpellier-Angers route 2,Montpellier;-Angers,"['Montpellier Saint-Roch;-Lyon Part Dieu', 'Lyon Part Dieu;-Marne-la-Vallée - Chessy', 'Marne-la-Vallée - Chessy;-Angers Saint-Laud']","['AVE INT', 'TGV INOUI', 'TGV INOUI']","['314 km', '418 km', '346 km']","[6660, 6360, 7380]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",10278,1677
908,Montpellier-Angers route 3,Montpellier;-Angers,"['Montpellier Saint-Roch;-Gare de Lyon', 'Gare Montparnasse;-Angers Saint-Laud']","['TGV INOUI', 'TGV INOUI']","['736 km', '298 km']","[12480, 4920]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",17277,3313
909,Montpellier-Angers route 4,Montpellier;-Angers,"['Montpellier Saint-Roch;-Gare de Lyon', 'Gare Montparnasse;-Angers Saint-Laud']","['TGV INOUI', 'TGV INOUI']","['736 km', '298 km']","[12480, 4920]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",17277,3313
910,Montpellier-Angers route 5,Montpellier;-Angers,"['Montpellier Sud de France;-Gare de Lyon', 'Gare Montparnasse;-Le Mans', 'Le Mans;-Angers Saint-Laud']","['TGV INOUI', 'TGV INOUI', 'TGV INOUI']","['729 km', '201 km', '96.7 km']","[11880, 3300, 2220]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",25613,3541
911,Montpellier-Angers route 6,Montpellier;-Angers,"['Montpellier Saint-Roch;-Gare de Lyon', 'Gare Montparnasse;-Angers Saint-Laud']","['TGV INOUI', 'TGV INOUI']","['736 km', '298 km']","[12600, 5700]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",17277,3313
912,Montpellier-Auxerre route 1,Montpellier;-Auxerre,"['Montpellier Saint-Roch;-Lyon Part Dieu', 'Lyon Part Dieu;-Lyon-Perrache']","['AVE INT', 'TER']","['314 km', '5.1 km']","[6660, 480]","['HEAVY_RAIL', 'HEAVY_RAIL']",308123,11511
913,Montpellier-Auxerre route 2,Montpellier;-Auxerre,"['Montpellier Saint-Roch;-Lyon Part Dieu', 'Lyon Part Dieu;-Lyon-Perrache']","['AVE INT', 'TER']","['314 km', '5.1 km']","[6660, 480]","['HEAVY_RAIL', 'HEAVY_RAIL']",308123,11511
914,Montpellier-Auxerre route 3,Montpellier;-Auxerre,"['Montpellier Sud de France;-Gare de Lyon', 'Montereau;-Auxerre Saint-Gervais']","['TGV INOUI', 'TER']","['729 km', '95.7 km']","[11880, 5580]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",110496,6132
915,Montpellier-Auxerre route 4,Montpellier;-Auxerre,"['Montpellier Sud de France;-Gare de Lyon', ""Paris Bercy Bourgogne - Pays d'Auvergne;-Laroche Migennes"", 'Laroche Migennes;-Auxerre Saint-Gervais']","['TGV INOUI', 'TER', 'TER']","['729 km', '152 km', '19.4 km']","[11880, 5340, 1020]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL', 'HEAVY_RAIL']",21112,2620
916,Montpellier-Auxerre route 5,Montpellier;-Auxerre,"['Montpellier Sud de France;-Gare de Lyon', ""Paris Bercy Bourgogne - Pays d'Auvergne;-Laroche Migennes"", 'Laroche Migennes;-Auxerre Saint-Gervais']","['TGV INOUI', 'TER', 'TER']","['729 km', '152 km', '19.4 km']","[11880, 5340, 1020]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL', 'HEAVY_RAIL']",21112,2620
917,Montpellier-Auxerre route 6,Montpellier;-Auxerre,"['Montpellier Saint-Roch;-Dijon', 'Dijon;-Laroche Migennes', 'Laroche Migennes;-Auxerre Saint-Gervais']","['TGV INOUI', 'TER', 'TER']","['506 km', '159 km', '19.4 km']","[13380, 5100, 1020]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL', 'HEAVY_RAIL']",9673,1446
918,Montpellier-Brest route 1,Montpellier;-Brest,"['Montpellier Sud de France;-Gare de Lyon', 'Gare Montparnasse;-Brest Train Station']","['TGV INOUI', 'TGV INOUI']","['729 km', '605 km']","[11880, 13320]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",27504,3492
919,Montpellier-Brest route 2,Montpellier;-Brest,"['Montpellier Sud de France;-Gare de Lyon', 'Gare Montparnasse;-Brest Train Station']","['TGV INOUI', 'TGV INOUI']","['729 km', '605 km']","[11880, 13320]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",27504,3492
920,Montpellier-Brest route 3,Montpellier;-Brest,"['Montpellier Sud de France;-Gare de Lyon', 'Gare Montparnasse;-Brest Train Station']","['TGV INOUI', 'TGV INOUI']","['729 km', '605 km']","[11880, 13320]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",27504,3492
921,Montpellier-Brest route 4,Montpellier;-Brest,"['Montpellier Saint-Roch;-Gare de Lyon', 'Gare Montparnasse;-Brest Train Station']","['TGV INOUI', 'TGV INOUI']","['736 km', '605 km']","[12480, 13140]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",19168,3264
922,Montpellier-Brest route 5,Montpellier;-Brest,"['Montpellier Saint-Roch;-Gare de Lyon', 'Gare Montparnasse;-Brest Train Station']","['TGV INOUI', 'TGV INOUI']","['736 km', '605 km']","[12480, 13140]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",19168,3264
923,Montpellier-Brest route 6,Montpellier;-Brest,['Montpellier Saint-Roch;-Gare de Lyon'],['TGV INOUI'],['736 km'],[12480],['HIGH_SPEED_TRAIN'],596475,21867
924,Montpellier-Le Havre route 1,Montpellier;-Le Havre,"['Montpellier Sud de France;-Gare de Lyon', 'Saint-Lazare;-Le Havre']","['TGV INOUI', 'TER']","['729 km', '227 km']","[11880, 7920]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",26618,3766
925,Montpellier-Le Havre route 2,Montpellier;-Le Havre,"['Montpellier Sud de France;-Gare de Lyon', 'Saint-Lazare;-Le Havre']","['TGV INOUI', 'TER']","['729 km', '227 km']","[11880, 7920]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",26618,3766
926,Montpellier-Le Havre route 3,Montpellier;-Le Havre,"['Montpellier Sud de France;-Gare de Lyon', 'Saint-Lazare;-Le Havre']","['TGV INOUI', 'TER']","['729 km', '227 km']","[11880, 7920]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",26618,3766
927,Montpellier-Le Havre route 4,Montpellier;-Le Havre,"['Montpellier Sud de France;-Gare de Lyon', 'Saint-Lazare;-Le Havre']","['TGV INOUI', 'TER']","['729 km', '227 km']","[11880, 7920]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",26618,3766
928,Montpellier-Le Havre route 5,Montpellier;-Le Havre,"['Montpellier Sud de France;-Gare de Lyon', 'Saint-Lazare;-Le Havre']","['TGV INOUI', 'TER']","['729 km', '227 km']","[11880, 7920]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",26618,3766
929,Montpellier-Le Havre route 6,Montpellier;-Le Havre,"['Montpellier Saint-Roch;-Gare de Lyon', 'Saint-Lazare;-Le Havre']","['TGV INOUI', 'TER']","['736 km', '227 km']","[12480, 8160]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",18282,3538
930,Montpellier-Lens route 1,Montpellier;-Lens,"['Montpellier Sud de France;-Gare de Lyon', 'Gare du Nord;-Lens']","['TGV INOUI', 'TGV INOUI']","['729 km', '199 km']","[11880, 4260]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",24180,3496
931,Montpellier-Lens route 2,Montpellier;-Lens,"['Montpellier Sud de France;-Gare de Lyon', 'Gare du Nord;-Lens']","['TGV INOUI', 'TGV INOUI']","['729 km', '199 km']","[11880, 4260]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",24180,3496
932,Montpellier-Lens route 3,Montpellier;-Lens,"['Montpellier Saint-Roch;-Lyon Part Dieu', 'Lyon Part Dieu;-Arras', 'Arras;-Lens']","['TGV INOUI', 'TGV INOUI', 'TER']","['314 km', '599 km', '19.1 km']","[6780, 10440, 960]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",9344,1416
933,Montpellier-Lens route 4,Montpellier;-Lens,"['Montpellier Saint-Roch;-Nîmes Pont du Gard', 'Nîmes Pont du Gard;-Gare de Lyon', 'Gare du Nord;-Lens']","['TER', 'TGV INOUI', 'TGV INOUI']","['62.6 km', '674 km', '199 km']","[2640, 10680, 4260]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",15844,3268
934,Montpellier-Lens route 5,Montpellier;-Lens,"['Montpellier Saint-Roch;-Nîmes Pont du Gard', 'Nîmes Pont du Gard;-Gare de Lyon', 'Gare du Nord;-Lens']","['TER', 'TGV INOUI', 'TGV INOUI']","['62.6 km', '674 km', '199 km']","[2640, 10680, 4260]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",15844,3268
935,Montpellier-Lens route 6,Montpellier;-Lens,"['Montpellier Saint-Roch;-Lille Europe', 'Lille Flandres;-Lens']","['TGV INOUI', 'TER']","['959 km', '37.8 km']","[18420, 3420]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",10558,1794
936,Montpellier-Lille route 1,Montpellier;-Lille,"['Montpellier Saint-Roch;-Lyon Part Dieu', 'Lyon Part Dieu;-Lille Europe']","['AVE INT', 'TGV INOUI']","['314 km', '645 km']","[6660, 10680]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN']",19969,1980
937,Montpellier-Lille route 2,Montpellier;-Lille,"['Montpellier Saint-Roch;-Nîmes Pont du Gard', 'Nîmes Pont du Gard;-Lille Flandres']","['TER', 'OUIGO']","['62.6 km', '892 km']","[2640, 16020]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN']",21165,2079
938,Montpellier-Lille route 3,Montpellier;-Lille,"['Montpellier Sud de France;-Gare de Lyon', 'Gare du Nord;-Lille Europe']","['TGV INOUI', 'TGV INOUI']","['729 km', '233 km']","[11880, 4500]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",34805,4060
939,Montpellier-Lille route 4,Montpellier;-Lille,['Montpellier Sud de France;-Lille Flandres'],['OUIGO'],['947 km'],[17340],['HIGH_SPEED_TRAIN'],29501,2307
940,Montpellier-Lille route 5,Montpellier;-Lille,"['Montpellier Saint-Roch;-Gare de Lyon', 'Gare du Nord;-Lille Flandres']","['TGV INOUI', 'TGV INOUI']","['736 km', '225 km']","[12480, 3900]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",27665,3931
941,Montpellier-Lille route 6,Montpellier;-Lille,"['Montpellier Saint-Roch;-Lyon Part Dieu', 'Lyon Part Dieu;-Lille Flandres']","['TGV INOUI', 'TGV INOUI']","['314 km', '658 km']","[6780, 13440]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",21165,2079
942,Montpellier-Lyon route 1,Montpellier;-Lyon,['Montpellier Saint-Roch;-Lyon Part Dieu'],['AVE INT'],['314 km'],[6660],['HEAVY_RAIL'],26862,2678
943,Montpellier-Lyon route 2,Montpellier;-Lyon,['Montpellier Saint-Roch;-Lyon Part Dieu'],['AVE INT'],['314 km'],[6660],['HEAVY_RAIL'],26862,2678
944,Montpellier-Lyon route 3,Montpellier;-Lyon,['Montpellier Saint-Roch;-Lyon Part Dieu'],['AVE INT'],['314 km'],[6660],['HEAVY_RAIL'],26862,2678
945,Montpellier-Lyon route 4,Montpellier;-Lyon,['Montpellier Saint-Roch;-Lyon Part Dieu'],['AVE INT'],['314 km'],[6660],['HEAVY_RAIL'],26862,2678
946,Montpellier-Lyon route 5,Montpellier;-Lyon,['Montpellier Saint-Roch;-Lyon Part Dieu'],['AVE INT'],['314 km'],[6660],['HEAVY_RAIL'],26862,2678
947,Montpellier-Lyon route 6,Montpellier;-Lyon,"['Montpellier Saint-Roch;-Nîmes Pont du Gard', 'Nîmes Pont du Gard;-Lyon Saint-Exupéry TGV']","['TER', 'OUIGO']","['62.6 km', '235 km']","[2640, 3540]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN']",21082,2121
948,Montpellier-Marseille route 1,Montpellier;-Marseille,['Montpellier Saint-Roch;-Marseille Saint-Charles'],['INTERCITES'],['176 km'],[6000],['LONG_DISTANCE_TRAIN'],15649,1961
949,Montpellier-Marseille route 2,Montpellier;-Marseille,['Montpellier Saint-Roch;-Marseille Saint-Charles'],['INTERCITES'],['176 km'],[6000],['LONG_DISTANCE_TRAIN'],15649,1961
950,Montpellier-Marseille route 3,Montpellier;-Marseille,"['Montpellier Saint-Roch;-Avignon Centre', 'Avignon Centre;-Avignon TGV', 'Avignon TGV;-Marseille Saint-Charles']","['TER', 'TER', 'TGV INOUI']","['98.4 km', '4.0 km', '93.3 km']","[4380, 300, 2040]","['HEAVY_RAIL', 'HEAVY_RAIL', 'HIGH_SPEED_TRAIN']",15649,1961
951,Montpellier-Marseille route 4,Montpellier;-Marseille,"['Montpellier Saint-Roch;-Avignon Centre', 'Avignon Centre;-Avignon TGV', 'Avignon TGV;-Marseille Saint-Charles']","['TER', 'TER', 'TGV INOUI']","['98.4 km', '4.0 km', '93.3 km']","[4380, 300, 2040]","['HEAVY_RAIL', 'HEAVY_RAIL', 'HIGH_SPEED_TRAIN']",15649,1961
952,Montpellier-Marseille route 5,Montpellier;-Marseille,[],[],[],[],[],179553,7347
953,Montpellier-Marseille route 6,Montpellier;-Marseille,['Montpellier Saint-Roch;-Marseille Saint-Charles'],['INTERCITES'],['176 km'],[5760],['LONG_DISTANCE_TRAIN'],15649,1961
954,Montpellier-Monaco route 1,Montpellier;-Monaco,"['Montpellier Saint-Roch;-Marseille Saint-Charles', 'Marseille Saint-Charles;-Cannes', 'Cannes;-Monaco-Monte-Carlo station']","['INTERCITES', 'TER', 'TER']","['176 km', '193 km', '46.9 km']","[6000, 7680, 3720]","['LONG_DISTANCE_TRAIN', 'HEAVY_RAIL', 'HEAVY_RAIL']",9200,1331
